fetched_at_utc,event_id,commence_time_utc,event_date_et,home_team,away_team,bookmaker_key,bookmaker_title,market_key,player_name_raw,player_name_norm,line,over_price,under_price
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,betrivers,BetRivers,batter_home_runs,Willy Adames,Willy_Adames,0.5,650.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,caesars,Caesars,batter_home_runs,Willy Adames,Willy_Adames,0.5,700.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,draftkings,DraftKings,batter_home_runs,Willy Adames,Willy_Adames,0.5,790.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,fanatics,Fanatics,batter_home_runs,Willy Adames,Willy_Adames,0.5,700.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,fanduel,FanDuel,batter_home_runs,Willy Adames,Willy_Adames,0.5,760.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,hardrock,Hard Rock,batter_home_runs,Willy Adames,Willy_Adames,0.5,750.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,mgm,BetMGM,batter_home_runs,Willy Adames,Willy_Adames,0.5,650.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,thescore,theScore,batter_home_runs,Willy Adames,Willy_Adames,0.5,800.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,betrivers,BetRivers,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,525.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,caesars,Caesars,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,475.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,draftkings,DraftKings,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,519.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,fanatics,Fanatics,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,550.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,fanduel,FanDuel,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,570.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,hardrock,Hard Rock,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,550.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,mgm,BetMGM,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,400.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,thescore,theScore,batter_home_runs,Ozzie Albies,Ozzie_Albies,0.5,600.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,betrivers,BetRivers,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,440.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,caesars,Caesars,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,475.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,draftkings,DraftKings,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,445.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,fanatics,Fanatics,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,460.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,fanduel,FanDuel,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,490.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,hardrock,Hard Rock,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,575.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,mgm,BetMGM,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,525.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,thescore,theScore,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,525.0,
2026-05-09T00:50:33.302436+00:00,2942378,,2026-05-08,SD,STL,betrivers,BetRivers,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,900.0,
2026-05-09T00:50:33.302436+00:00,2942378,,2026-05-08,SD,STL,caesars,Caesars,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,850.0,
2026-05-09T00:50:33.302436+00:00,2942378,,2026-05-08,SD,STL,draftkings,DraftKings,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,990.0,
2026-05-09T00:50:33.302436+00:00,2942378,,2026-05-08,SD,STL,fanatics,Fanatics,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,950.0,
2026-05-09T00:50:33.302436+00:00,2942378,,2026-05-08,SD,STL,fanduel,FanDuel,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,920.0,
2026-05-09T00:50:33.302436+00:00,2942378,,2026-05-08,SD,STL,hardrock,Hard Rock,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,900.0,
2026-05-09T00:50:33.302436+00:00,2942378,,2026-05-08,SD,STL,mgm,BetMGM,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,775.0,
2026-05-09T00:50:33.302436+00:00,2942378,,2026-05-08,SD,STL,thescore,theScore,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,1000.0,
2026-05-09T00:50:33.302436+00:00,2940754,,2026-05-08,BOS,TB,betrivers,BetRivers,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,1800.0,
2026-05-09T00:50:33.302436+00:00,2940754,,2026-05-08,BOS,TB,caesars,Caesars,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,1500.0,
2026-05-09T00:50:33.302436+00:00,2940754,,2026-05-08,BOS,TB,draftkings,DraftKings,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,1600.0,
2026-05-09T00:50:33.302436+00:00,2940754,,2026-05-08,BOS,TB,hardrock,Hard Rock,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,1200.0,
2026-05-09T00:50:33.302436+00:00,2940754,,2026-05-08,BOS,TB,thescore,theScore,batter_home_runs,Jonathan Aranda,Jonathan_Aranda,0.5,1400.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,betrivers,BetRivers,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,700.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,caesars,Caesars,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,700.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,draftkings,DraftKings,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,810.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,fanatics,Fanatics,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,800.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,fanduel,FanDuel,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,820.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,hardrock,Hard Rock,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,800.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,mgm,BetMGM,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,700.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,thescore,theScore,batter_home_runs,Nolan Arenado,Nolan_Arenado,0.5,800.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,betrivers,BetRivers,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1300.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,caesars,Caesars,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1300.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,draftkings,DraftKings,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1700.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,fanatics,Fanatics,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1100.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,fanduel,FanDuel,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1500.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,hardrock,Hard Rock,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1500.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,mgm,BetMGM,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,2000.0,
2026-05-09T00:50:33.302436+00:00,2942553,,2026-05-08,SF,PIT,thescore,theScore,batter_home_runs,Luis Arraez,Luis_Arraez,0.5,1600.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,betrivers,BetRivers,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,410.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,caesars,Caesars,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,390.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,draftkings,DraftKings,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,447.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,fanatics,Fanatics,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,410.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,fanduel,FanDuel,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,420.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,hardrock,Hard Rock,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,350.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,mgm,BetMGM,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,360.0,
2026-05-09T00:50:33.302436+00:00,2941794,,2026-05-08,LAD,ATL,thescore,theScore,batter_home_runs,Drake Baldwin,Drake_Baldwin,0.5,400.0,
2026-05-09T00:50:33.302436+00:00,2940069,,2026-05-08,ARI,NYM,betrivers,BetRivers,batter_home_runs,Jorge Barrosa,Jorge_Barrosa,0.5,1000.0,
