fetched_at_utc,event_id,commence_time_utc,event_date_et,home_team,away_team,bookmaker_key,bookmaker_title,market_key,player_name_raw,player_name_norm,line,over_price,under_price
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,draftkings,DraftKings,batter_home_runs,Blaze Alexander,Blaze_Alexander,0.5,1000.0,
2026-05-07T20:20:37.065903+00:00,2978049,,2026-05-07,COL,NYM,betrivers,BetRivers,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,510.0,
2026-05-07T20:20:37.065903+00:00,2978049,,2026-05-07,COL,NYM,caesars,Caesars,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,525.0,
2026-05-07T20:20:37.065903+00:00,2978049,,2026-05-07,COL,NYM,draftkings,DraftKings,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,600.0,
2026-05-07T20:20:37.065903+00:00,2978049,,2026-05-07,COL,NYM,fanatics,Fanatics,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,650.0,
2026-05-07T20:20:37.065903+00:00,2978049,,2026-05-07,COL,NYM,hardrock,Hard Rock,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,525.0,
2026-05-07T20:20:37.065903+00:00,2978049,,2026-05-07,COL,NYM,thescore,theScore,batter_home_runs,Francisco Alvarez,Francisco_Alvarez,0.5,700.0,
2026-05-07T20:20:37.065903+00:00,2942377,,2026-05-07,SD,STL,betrivers,BetRivers,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,650.0,
2026-05-07T20:20:37.065903+00:00,2942377,,2026-05-07,SD,STL,caesars,Caesars,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,700.0,
2026-05-07T20:20:37.065903+00:00,2942377,,2026-05-07,SD,STL,draftkings,DraftKings,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,770.0,
2026-05-07T20:20:37.065903+00:00,2942377,,2026-05-07,SD,STL,fanatics,Fanatics,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,750.0,
2026-05-07T20:20:37.065903+00:00,2942377,,2026-05-07,SD,STL,fanduel,FanDuel,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,790.0,
2026-05-07T20:20:37.065903+00:00,2942377,,2026-05-07,SD,STL,hardrock,Hard Rock,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,800.0,
2026-05-07T20:20:37.065903+00:00,2942377,,2026-05-07,SD,STL,mgm,BetMGM,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,600.0,
2026-05-07T20:20:37.065903+00:00,2942377,,2026-05-07,SD,STL,thescore,theScore,batter_home_runs,Miguel Andujar,Miguel_Andujar,0.5,800.0,
2026-05-07T20:20:37.065903+00:00,2942471,,2026-05-07,CHC,CIN,betrivers,BetRivers,batter_home_runs,Moises Ballesteros,Moises_Ballesteros,0.5,1100.0,
2026-05-07T20:20:37.065903+00:00,2942471,,2026-05-07,CHC,CIN,caesars,Caesars,batter_home_runs,Moises Ballesteros,Moises_Ballesteros,0.5,1500.0,
2026-05-07T20:20:37.065903+00:00,2942471,,2026-05-07,CHC,CIN,draftkings,DraftKings,batter_home_runs,Moises Ballesteros,Moises_Ballesteros,0.5,1500.0,
2026-05-07T20:20:37.065903+00:00,2942471,,2026-05-07,CHC,CIN,fanatics,Fanatics,batter_home_runs,Moises Ballesteros,Moises_Ballesteros,0.5,1100.0,
2026-05-07T20:20:37.065903+00:00,2942471,,2026-05-07,CHC,CIN,hardrock,Hard Rock,batter_home_runs,Moises Ballesteros,Moises_Ballesteros,0.5,1400.0,
2026-05-07T20:20:37.065903+00:00,2942471,,2026-05-07,CHC,CIN,thescore,theScore,batter_home_runs,Moises Ballesteros,Moises_Ballesteros,0.5,1600.0,
2026-05-07T20:20:37.065903+00:00,2940067,,2026-05-07,ARI,PIT,draftkings,DraftKings,batter_home_runs,Joey Bart,Joey_Bart,0.5,950.0,
2026-05-07T20:20:37.065903+00:00,2940067,,2026-05-07,ARI,PIT,fanatics,Fanatics,batter_home_runs,Joey Bart,Joey_Bart,0.5,900.0,
2026-05-07T20:20:37.065903+00:00,2940067,,2026-05-07,ARI,PIT,fanduel,FanDuel,batter_home_runs,Joey Bart,Joey_Bart,0.5,1000.0,
2026-05-07T20:20:37.065903+00:00,2940067,,2026-05-07,ARI,PIT,thescore,theScore,batter_home_runs,Joey Bart,Joey_Bart,0.5,1000.0,
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,betrivers,BetRivers,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,475.0,
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,caesars,Caesars,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,525.0,
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,circasports,Circa Sports,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,515.0,
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,draftkings,DraftKings,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,524.0,
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,fanatics,Fanatics,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,500.0,
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,hardrock,Hard Rock,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,525.0,
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,mgm,BetMGM,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,725.0,
2026-05-07T20:20:37.065903+00:00,2941462,,2026-05-07,MIA,BAL,thescore,theScore,batter_home_runs,Samuel Basallo,Samuel_Basallo,0.5,550.0,
2026-05-07T20:20:37.065903+00:00,2941858,,2026-05-07,KC,CLE,betrivers,BetRivers,batter_home_runs,Travis Bazzana,Travis_Bazzana,0.5,2200.0,
2026-05-07T20:20:37.065903+00:00,2941858,,2026-05-07,KC,CLE,caesars,Caesars,batter_home_runs,Travis Bazzana,Travis_Bazzana,0.5,1500.0,
2026-05-07T20:20:37.065903+00:00,2941858,,2026-05-07,KC,CLE,draftkings,DraftKings,batter_home_runs,Travis Bazzana,Travis_Bazzana,0.5,1900.0,
2026-05-07T20:20:37.065903+00:00,2941858,,2026-05-07,KC,CLE,fanatics,Fanatics,batter_home_runs,Travis Bazzana,Travis_Bazzana,0.5,1400.0,
2026-05-07T20:20:37.065903+00:00,2941858,,2026-05-07,KC,CLE,fanduel,FanDuel,batter_home_runs,Travis Bazzana,Travis_Bazzana,0.5,1800.0,
2026-05-07T20:20:37.065903+00:00,2941858,,2026-05-07,KC,CLE,hardrock,Hard Rock,batter_home_runs,Travis Bazzana,Travis_Bazzana,0.5,2000.0,
2026-05-07T20:20:37.065903+00:00,2941858,,2026-05-07,KC,CLE,thescore,theScore,batter_home_runs,Travis Bazzana,Travis_Bazzana,0.5,2000.0,
2026-05-07T20:20:37.065903+00:00,2978049,,2026-05-07,COL,NYM,betrivers,BetRivers,batter_home_runs,Bo Bichette,Bo_Bichette,0.5,1000.0,
2026-05-07T20:20:37.065903+00:00,2978049,,2026-05-07,COL,NYM,caesars,Caesars,batter_home_runs,Bo Bichette,Bo_Bichette,0.5,950.0,
