fetched_at_utc,event_id,commence_time_utc,event_date_et,home_team,away_team,bookmaker_key,bookmaker_title,market_key,player_name_raw,player_name_norm,line,over_price,under_price
2026-05-03T17:26:01.944843+00:00,2940028,,2026-05-03,WSH,MIL,betrivers,BetRivers,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,650.0,
2026-05-03T17:26:01.944843+00:00,2940028,,2026-05-03,WSH,MIL,caesars,Caesars,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,425.0,
2026-05-03T17:26:01.944843+00:00,2940028,,2026-05-03,WSH,MIL,draftkings,DraftKings,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,447.0,
2026-05-03T17:26:01.944843+00:00,2940028,,2026-05-03,WSH,MIL,fanatics,Fanatics,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,440.0,
2026-05-03T17:26:01.944843+00:00,2940028,,2026-05-03,WSH,MIL,fanduel,FanDuel,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,470.0,
2026-05-03T17:26:01.944843+00:00,2940028,,2026-05-03,WSH,MIL,hardrock,Hard Rock,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,450.0,
2026-05-03T17:26:01.944843+00:00,2940028,,2026-05-03,WSH,MIL,mgm,BetMGM,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,525.0,
2026-05-03T17:26:01.944843+00:00,2940028,,2026-05-03,WSH,MIL,thescore,theScore,batter_home_runs,CJ Abrams,CJ_Abrams,0.5,450.0,
2026-05-03T17:26:01.944843+00:00,2940748,,2026-05-03,BOS,HOU,betrivers,BetRivers,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,440.0,
2026-05-03T17:26:01.944843+00:00,2940748,,2026-05-03,BOS,HOU,caesars,Caesars,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,475.0,
2026-05-03T17:26:01.944843+00:00,2940748,,2026-05-03,BOS,HOU,draftkings,DraftKings,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,505.0,
2026-05-03T17:26:01.944843+00:00,2940748,,2026-05-03,BOS,HOU,fanatics,Fanatics,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,500.0,
2026-05-03T17:26:01.944843+00:00,2940748,,2026-05-03,BOS,HOU,fanduel,FanDuel,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,520.0,
2026-05-03T17:26:01.944843+00:00,2940748,,2026-05-03,BOS,HOU,hardrock,Hard Rock,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,550.0,
2026-05-03T17:26:01.944843+00:00,2940748,,2026-05-03,BOS,HOU,mgm,BetMGM,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,450.0,
2026-05-03T17:26:01.944843+00:00,2940748,,2026-05-03,BOS,HOU,thescore,theScore,batter_home_runs,Wilyer Abreu,Wilyer_Abreu,0.5,500.0,
2026-05-03T17:26:01.944843+00:00,2940771,,2026-05-03,TB,SF,betrivers,BetRivers,batter_home_runs,Willy Adames,Willy_Adames,0.5,430.0,
2026-05-03T17:26:01.944843+00:00,2940771,,2026-05-03,TB,SF,caesars,Caesars,batter_home_runs,Willy Adames,Willy_Adames,0.5,425.0,
2026-05-03T17:26:01.944843+00:00,2940771,,2026-05-03,TB,SF,draftkings,DraftKings,batter_home_runs,Willy Adames,Willy_Adames,0.5,428.0,
2026-05-03T17:26:01.944843+00:00,2940771,,2026-05-03,TB,SF,fanatics,Fanatics,batter_home_runs,Willy Adames,Willy_Adames,0.5,460.0,
2026-05-03T17:26:01.944843+00:00,2940771,,2026-05-03,TB,SF,fanduel,FanDuel,batter_home_runs,Willy Adames,Willy_Adames,0.5,490.0,
2026-05-03T17:26:01.944843+00:00,2940771,,2026-05-03,TB,SF,hardrock,Hard Rock,batter_home_runs,Willy Adames,Willy_Adames,0.5,475.0,
2026-05-03T17:26:01.944843+00:00,2940771,,2026-05-03,TB,SF,mgm,BetMGM,batter_home_runs,Willy Adames,Willy_Adames,0.5,450.0,
2026-05-03T17:26:01.944843+00:00,2940771,,2026-05-03,TB,SF,thescore,theScore,batter_home_runs,Willy Adames,Willy_Adames,0.5,500.0,
2026-05-03T17:26:01.944843+00:00,2942135,,2026-05-03,LAA,NYM,betrivers,BetRivers,batter_home_runs,Jo Adell,Jo_Adell,0.5,450.0,
2026-05-03T17:26:01.944843+00:00,2942135,,2026-05-03,LAA,NYM,caesars,Caesars,batter_home_runs,Jo Adell,Jo_Adell,0.5,500.0,
2026-05-03T17:26:01.944843+00:00,2942135,,2026-05-03,LAA,NYM,draftkings,DraftKings,batter_home_runs,Jo Adell,Jo_Adell,0.5,533.0,
